0,730652738260321
0,926998280979004
0,222329919938299
0,898376513934636
0,662557230689964
0,019997230002112
0,44521037640944
0,414967967870889
0,459897892896563
0,183054024439295
0,473808027166444
0,185382871014381
0,779054608411292
0,754165289743308
0,716617970970462
0,108840103231115
0,447107779910927
0,580834374085163
0,936571016953718
0,296283654466222
0,0622862417550295
0,876677265653948
0,624506020784193
0,871450957793429
0,505147520862074
0,78549475351434
0,235050090811249
0,641384635543241
0,405459838487678
0,390187558691565
0,396411713674172
0,0644401716462747
0,102025997768089
0,722532340942307
0,337599338607667
0,489685616616533
0,62634249534635
0,58743540250835
0,925613745575835
0,00335961460016798
0,790414247563023
0,524335999781519
0,0764278736171958
0,939034467396131
0,259273935786888
0,516932676495786
0,370264350363958
0,0725983002240194
0,591699132090998
0,256983752575021
